,State,Agency_Type,Agency_Name,Population,Total_Offenses,Crimes_Against_Persons,Crimes_Against_Property,Crimes_Against_Society,Crimes_Against_Persons,Aggravated_Assault,Simple_Assault,Intimidation,Homicide_Offenses,Murder_and_Nonnegligent_Manslaughter,Negligent_Manslaughter,Justifiable_Homicide,Kidnapping__Abduction,Sex_Offenses,Rape,Sodomy,Sexual_Assault_With_An_Object,Fondling,"Sex_Offenses,_Nonforcible",Incest,Statutory_Rape,Arson,Bribery,Burglary__Breaking_&_Entering,Counterfeiting__Forgery,Destruction__Damage__Vandalism,Embezzlement,Extortion__Blackmail,Fraud_Offenses,False_Pretenses__Swindle__Confidence_Game,Credit_Card__Automated_Teller_Machine_Fraud,Impersonation,Welfare_Fraud,Wire_Fraud,LarcenyTheft_Offenses,Pocketpicking,Pursesnatching,Shoplifting,Theft_From_Building,Theft_From_Coinoperated_Machine,Theft_From_Motor_Vehicle,Theft_of_Motor_Vehicle_Parts_or_Accessories,All_Other_Larceny,Motor_Vehicle_Theft,Robbery,Stolen_Property_Offenses_,Drug__Narcotic_Offenses,Drug__Narcotic_Violations,Drug_Equipment_Violations,Gambling_Offenses,Betting__Wagering,Operating__Promoting__Assisting_Gambling,Gambling_Equipment_Violations,Sports_Tampering,Pornography__Obscene_Material,Prostitution_Offenses,Prostitution,Assisting_or_Promoting_Prostitution,Weapon_Law_Violations,Region
4983,West Virginia,Metropolitan Counties,Brooke,,192.0,54.0,132.0,6.0,50,3.0,42.0,5.0,,,,,1.0,3.0,2.0,,,1.0,,,,,,42.0,,27.0,1.0,,11.0,8.0,3.0,,,,40.0,,,,7.0,,2.0,,31.0,9.0,,2.0,5.0,5.0,,,,,,,,,,,1.0,South Atlantic
4984,West Virginia,Metropolitan Counties,Fayette,,1074.0,292.0,748.0,34.0,269,51.0,207.0,11.0,5.0,5.0,,,1.0,17.0,2.0,,8.0,7.0,,,,4.0,,202.0,15.0,178.0,,,32.0,23.0,8.0,,,1.0,269.0,,4.0,4.0,92.0,1.0,64.0,13.0,91.0,29.0,13.0,6.0,19.0,19.0,,,,,,,2.0,,,,13.0,South Atlantic
4985,West Virginia,Metropolitan Counties,Hampshire,,342.0,130.0,176.0,36.0,125,84.0,16.0,25.0,,,,,,5.0,2.0,,,3.0,,,,1.0,,50.0,5.0,34.0,,,10.0,4.0,5.0,1.0,,,66.0,,,1.0,21.0,,9.0,1.0,34.0,5.0,1.0,4.0,26.0,22.0,4.0,,,,,,1.0,,,,9.0,South Atlantic
4986,West Virginia,Metropolitan Counties,Hancock,,24.0,9.0,14.0,1.0,9,2.0,7.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,,2.0,,,,5.0,,,,,,1.0,,4.0,,,1.0,1.0,1.0,,,,,,,,,,,,South Atlantic
4987,West Virginia,Metropolitan Counties,Jefferson,,747.0,139.0,583.0,25.0,132,23.0,102.0,7.0,,,,,1.0,6.0,,,1.0,5.0,,,,1.0,,22.0,9.0,121.0,2.0,,46.0,35.0,,11.0,,,361.0,,,48.0,40.0,,20.0,,253.0,7.0,5.0,9.0,19.0,19.0,,,,,,,,,,,6.0,South Atlantic
4988,West Virginia,Metropolitan Counties,Marshall,,426.0,94.0,298.0,34.0,90,26.0,55.0,9.0,,,,,,4.0,1.0,,,3.0,,,,1.0,,55.0,4.0,88.0,2.0,,9.0,7.0,2.0,,,,125.0,3.0,,1.0,20.0,,15.0,,86.0,11.0,,3.0,30.0,28.0,2.0,,,,,,2.0,,,,2.0,South Atlantic
4989,West Virginia,Metropolitan Counties,Mineral,,196.0,78.0,76.0,42.0,76,24.0,46.0,6.0,,,,,1.0,1.0,1.0,,,,,,,,,11.0,3.0,11.0,,,2.0,2.0,,,,,42.0,,,13.0,16.0,,4.0,,9.0,2.0,4.0,1.0,41.0,38.0,3.0,,,,,,1.0,,,,,South Atlantic
4990,West Virginia,Metropolitan Counties,Preston,,392.0,100.0,224.0,68.0,94,49.0,24.0,21.0,,,,,1.0,4.0,3.0,,1.0,,1.0,1.0,,1.0,,48.0,10.0,18.0,,,7.0,4.0,1.0,2.0,,,122.0,,,28.0,6.0,,15.0,1.0,72.0,13.0,1.0,4.0,62.0,61.0,1.0,,,,,,,,,,6.0,South Atlantic
4991,West Virginia,Metropolitan Counties,Raleigh,,2520.0,505.0,1890.0,125.0,467,91.0,334.0,42.0,3.0,3.0,,,1.0,28.0,16.0,,8.0,4.0,6.0,,6.0,5.0,,577.0,44.0,408.0,6.0,,69.0,56.0,5.0,8.0,,,616.0,,,75.0,1.0,,51.0,6.0,483.0,81.0,42.0,42.0,83.0,82.0,1.0,1.0,,1.0,,,2.0,,,,39.0,South Atlantic
4992,West Virginia,Metropolitan Counties,Wirt,,107.0,28.0,74.0,5.0,27,22.0,2.0,3.0,,,,,,1.0,1.0,,,,,,,2.0,,15.0,2.0,16.0,,,5.0,3.0,1.0,1.0,,,27.0,,,1.0,1.0,,2.0,10.0,13.0,6.0,,1.0,5.0,5.0,,,,,,,,,,,,South Atlantic
4993,West Virginia,Nonmetropolitan Counties,Braxton,,118.0,30.0,80.0,8.0,28,8.0,15.0,5.0,,,,,,2.0,,,1.0,1.0,,,,,,8.0,3.0,26.0,,,4.0,4.0,,,,,38.0,,,1.0,,,3.0,3.0,31.0,,1.0,,8.0,8.0,,,,,,,,,,,,South Atlantic
4994,West Virginia,Nonmetropolitan Counties,Grant,,64.0,24.0,25.0,15.0,23,4.0,15.0,4.0,,,,,,1.0,1.0,,,,,,,,,8.0,1.0,8.0,,,3.0,1.0,,2.0,,,5.0,,,,3.0,,,,2.0,,,,12.0,12.0,,,,,,,,,,,3.0,South Atlantic
4995,West Virginia,Nonmetropolitan Counties,Greenbrier,,217.0,72.0,124.0,21.0,68,4.0,62.0,2.0,,,,,,4.0,2.0,2.0,,,,,,2.0,,23.0,3.0,25.0,,,,,,,,,63.0,,,10.0,1.0,,1.0,,51.0,8.0,,,19.0,19.0,,,,,,,,,,,2.0,South Atlantic
4996,West Virginia,Nonmetropolitan Counties,Hardy,,68.0,15.0,41.0,12.0,14,3.0,9.0,2.0,,,,,,1.0,,,,1.0,,,,1.0,,11.0,,13.0,,,4.0,3.0,,,,1.0,10.0,,,,1.0,,1.0,,8.0,1.0,,1.0,10.0,8.0,2.0,,,,,,,,,,2.0,South Atlantic
4997,West Virginia,Nonmetropolitan Counties,Harrison,,796.0,205.0,527.0,64.0,189,44.0,141.0,4.0,,,,,,16.0,,2.0,9.0,5.0,,,,5.0,,91.0,13.0,138.0,3.0,,25.0,17.0,6.0,2.0,,,227.0,,,7.0,1.0,,13.0,,206.0,23.0,2.0,,59.0,59.0,,,,,,,1.0,,,,4.0,South Atlantic
4998,West Virginia,Nonmetropolitan Counties,Jackson,,95.0,51.0,44.0,0.0,51,1.0,48.0,2.0,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,30.0,,,,20.0,,,,10.0,8.0,,1.0,,,,,,,,,,,,,,South Atlantic
4999,West Virginia,Nonmetropolitan Counties,Lewis,,87.0,34.0,41.0,12.0,34,3.0,22.0,9.0,,,,,,,,,,,,,,,,5.0,1.0,7.0,1.0,,2.0,2.0,,,,,25.0,,,1.0,4.0,,1.0,,19.0,,,,9.0,9.0,,,,,,,,,,,3.0,South Atlantic
5000,West Virginia,Nonmetropolitan Counties,Logan,,122.0,47.0,65.0,10.0,43,39.0,2.0,2.0,3.0,3.0,,,,1.0,1.0,,,,,,,1.0,,10.0,3.0,6.0,1.0,,5.0,2.0,1.0,2.0,,,29.0,,,2.0,,,2.0,,25.0,6.0,,4.0,8.0,8.0,,,,,,,,,,,2.0,South Atlantic
5001,West Virginia,Nonmetropolitan Counties,Mason,,222.0,43.0,171.0,8.0,39,6.0,26.0,7.0,1.0,1.0,,,,3.0,1.0,,1.0,1.0,,,,,,,1.0,27.0,,,5.0,4.0,,1.0,,,123.0,,,1.0,103.0,,4.0,,15.0,14.0,1.0,,7.0,7.0,,,,,,,,,,,1.0,South Atlantic
5002,West Virginia,Nonmetropolitan Counties,McDowell,,279.0,148.0,107.0,24.0,147,10.0,92.0,45.0,,,,,,,,,,,1.0,,1.0,1.0,,24.0,3.0,18.0,,,5.0,5.0,,,,,46.0,,,,20.0,,6.0,,20.0,4.0,3.0,3.0,22.0,22.0,,,,,,,,,,,2.0,South Atlantic
5003,West Virginia,Nonmetropolitan Counties,Mercer,,953.0,206.0,704.0,43.0,198,48.0,141.0,9.0,1.0,1.0,,,2.0,5.0,2.0,1.0,,2.0,,,,3.0,,243.0,25.0,136.0,7.0,,30.0,26.0,1.0,3.0,,,205.0,,1.0,44.0,68.0,,46.0,21.0,25.0,42.0,9.0,4.0,36.0,36.0,,,,,,,,,,,7.0,South Atlantic
5004,West Virginia,Nonmetropolitan Counties,Mingo,,55.0,45.0,6.0,4.0,45,3.0,32.0,10.0,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,1.0,,,,,,,,1.0,,,,4.0,4.0,,,,,,,,,,,,South Atlantic
5005,West Virginia,Nonmetropolitan Counties,Monroe,,180.0,52.0,122.0,6.0,50,12.0,30.0,8.0,,,,,,2.0,1.0,,,1.0,,,,,,19.0,7.0,22.0,,,3.0,2.0,,1.0,,,66.0,,,,22.0,,7.0,4.0,33.0,3.0,2.0,,4.0,4.0,,,,,,,,,,,2.0,South Atlantic
5006,West Virginia,Nonmetropolitan Counties,Morgan,,426.0,111.0,159.0,156.0,106,8.0,75.0,23.0,,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,37.0,4.0,48.0,1.0,1.0,2.0,2.0,,,,,55.0,,,7.0,,,1.0,2.0,45.0,8.0,,3.0,152.0,152.0,,,,,,,,,,,4.0,South Atlantic
5007,West Virginia,Nonmetropolitan Counties,Nicholas,,591.0,219.0,330.0,42.0,207,147.0,35.0,25.0,,,,,,10.0,6.0,,,4.0,2.0,2.0,,7.0,,57.0,6.0,59.0,,,19.0,7.0,8.0,3.0,1.0,,162.0,,,19.0,,,1.0,,142.0,13.0,2.0,5.0,33.0,23.0,10.0,,,,,,,,,,9.0,South Atlantic
5008,West Virginia,Nonmetropolitan Counties,Pleasants,,3.0,1.0,2.0,0.0,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,South Atlantic
5009,West Virginia,Nonmetropolitan Counties,Randolph,,143.0,35.0,95.0,13.0,34,28.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,10.0,3.0,18.0,,,6.0,3.0,1.0,2.0,,,55.0,,,11.0,,,1.0,,43.0,1.0,1.0,1.0,9.0,9.0,,,,,,,,,,,4.0,South Atlantic
5010,West Virginia,Nonmetropolitan Counties,Ritchie,,119.0,34.0,67.0,18.0,33,6.0,24.0,3.0,,,,,,1.0,,,,1.0,,,,2.0,,10.0,5.0,16.0,,,4.0,3.0,1.0,,,,28.0,,,,2.0,,2.0,3.0,21.0,1.0,1.0,,16.0,15.0,1.0,,,,,,1.0,,,,1.0,South Atlantic
5011,West Virginia,Nonmetropolitan Counties,Roane,,176.0,55.0,88.0,33.0,52,13.0,35.0,4.0,,,,,,2.0,2.0,,,,1.0,,1.0,,,,3.0,22.0,,,7.0,6.0,,,,1.0,48.0,,,2.0,4.0,,2.0,,40.0,7.0,,1.0,31.0,31.0,,,,,,,,,,,2.0,South Atlantic
5012,West Virginia,Nonmetropolitan Counties,Summers,,68.0,27.0,36.0,5.0,27,3.0,20.0,4.0,,,,,,,,,,,,,,,,11.0,,11.0,,,,,,,,,14.0,,,,5.0,,1.0,,8.0,,,,5.0,5.0,,,,,,,,,,,,South Atlantic
5013,West Virginia,Nonmetropolitan Counties,Taylor,,21.0,4.0,17.0,0.0,4,2.0,2.0,,,,,,,,,,,,,,,,,4.0,,4.0,,,1.0,1.0,,,,,7.0,,,,,,1.0,,6.0,1.0,,,,,,,,,,,,,,,,South Atlantic
5014,West Virginia,Nonmetropolitan Counties,Tucker,,40.0,15.0,23.0,2.0,14,7.0,5.0,2.0,,,,,,1.0,,,,1.0,,,,,,2.0,,10.0,,,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,7.0,1.0,,,,,,,,,,,,,,,2.0,South Atlantic
5015,West Virginia,Nonmetropolitan Counties,Tyler,,158.0,34.0,107.0,17.0,29,5.0,21.0,3.0,,,,,,4.0,,2.0,,2.0,1.0,,1.0,1.0,,23.0,4.0,25.0,,,,,,,,,54.0,,,,29.0,1.0,10.0,1.0,13.0,,,,12.0,12.0,,,,,,,3.0,,,,2.0,South Atlantic
5016,West Virginia,Nonmetropolitan Counties,Upshur,,175.0,53.0,115.0,7.0,51,2.0,49.0,,,,,,2.0,,,,,,,,,,,22.0,1.0,24.0,,,10.0,5.0,1.0,4.0,,,54.0,,,3.0,1.0,,2.0,,48.0,2.0,1.0,1.0,6.0,6.0,,,,,,,,,,,1.0,South Atlantic
5017,West Virginia,Nonmetropolitan Counties,Wyoming,,407.0,69.0,332.0,6.0,66,30.0,32.0,4.0,1.0,1.0,,,,2.0,2.0,,,,,,,2.0,,106.0,1.0,41.0,,,6.0,2.0,4.0,,,,151.0,,,1.0,2.0,,2.0,18.0,128.0,18.0,5.0,2.0,3.0,3.0,,,,,,,,,,,3.0,South Atlantic
5018,West Virginia,Universities and Colleges,Concord University,2797.0,16.0,2.0,12.0,2.0,2,,2.0,,,,,,,,,,,,,,,,,3.0,1.0,2.0,,,1.0,1.0,,,,,5.0,,,,4.0,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,South Atlantic
5019,West Virginia,Universities and Colleges,Marshall University,13966.0,173.0,24.0,128.0,21.0,24,12.0,2.0,10.0,,,,,,,,,,,,,,,,2.0,1.0,38.0,,,1.0,1.0,,,,,84.0,,,3.0,,,2.0,,79.0,,1.0,1.0,21.0,21.0,,,,,,,,,,,,South Atlantic
5020,West Virginia,Universities and Colleges,Potomac State College,1802.0,32.0,4.0,13.0,15.0,4,4.0,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,,8.0,,,,1.0,,1.0,,6.0,,,,15.0,15.0,,,,,,,,,,,,South Atlantic
5021,West Virginia,Universities and Colleges,Shepherd University,4393.0,58.0,10.0,41.0,7.0,6,,5.0,1.0,,,,,,4.0,1.0,,,3.0,,,,,,4.0,,14.0,,,1.0,1.0,,,,,21.0,,,,,,1.0,,20.0,,1.0,,7.0,7.0,,,,,,,,,,,,South Atlantic
5022,West Virginia,Universities and Colleges,West Liberty University,2789.0,7.0,1.0,6.0,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,4.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,South Atlantic
5023,West Virginia,Universities and Colleges,West Virginia State University,2827.0,56.0,16.0,35.0,5.0,15,,10.0,5.0,,,,,,1.0,,,,1.0,,,,,,5.0,1.0,4.0,,,2.0,,2.0,,,,21.0,,,,,,1.0,,20.0,2.0,,,2.0,2.0,,,,,,,,,,,3.0,South Atlantic
5024,West Virginia,Universities and Colleges,West Virginia University,29617.0,515.0,68.0,295.0,152.0,65,19.0,20.0,26.0,,,,,,3.0,2.0,,,1.0,,,,1.0,,22.0,3.0,77.0,1.0,,13.0,10.0,2.0,1.0,,,175.0,,,,138.0,,14.0,2.0,21.0,,3.0,,152.0,152.0,,,,,,,,,,,,South Atlantic
5025,West Virginia,State Police Agencies,State Police:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Atlantic
5026,West Virginia,State Police Agencies,Beckley,,912.0,115.0,543.0,254.0,102,26.0,62.0,14.0,,,,,1.0,7.0,2.0,,2.0,3.0,5.0,4.0,1.0,1.0,,83.0,33.0,112.0,6.0,,42.0,36.0,,6.0,,,214.0,,,33.0,4.0,,12.0,63.0,102.0,21.0,4.0,27.0,236.0,203.0,33.0,,,,,,4.0,,,,14.0,South Atlantic
5027,West Virginia,State Police Agencies,Berkeley Springs,,285.0,73.0,185.0,27.0,70,11.0,43.0,16.0,,,,,,2.0,1.0,1.0,,,1.0,,1.0,,,54.0,8.0,41.0,1.0,,8.0,5.0,,1.0,,2.0,58.0,,,4.0,4.0,,9.0,,41.0,12.0,1.0,2.0,26.0,21.0,5.0,,,,,,,,,,1.0,South Atlantic
5028,West Virginia,State Police Agencies,Bridgeport,,415.0,103.0,279.0,33.0,91,2.0,82.0,7.0,,,,,1.0,10.0,2.0,,2.0,6.0,1.0,1.0,,,,53.0,7.0,65.0,3.0,,11.0,9.0,,2.0,,,120.0,,,5.0,,,3.0,36.0,76.0,17.0,,3.0,32.0,32.0,,,,,,,,,,,1.0,South Atlantic
5029,West Virginia,State Police Agencies,Buckhannon,,250.0,77.0,158.0,15.0,72,3.0,56.0,13.0,1.0,1.0,,,,4.0,,1.0,1.0,2.0,,,,,,23.0,5.0,54.0,2.0,,3.0,2.0,,1.0,,,67.0,,,1.0,,,4.0,16.0,46.0,1.0,,3.0,13.0,10.0,3.0,,,,,,1.0,,,,1.0,South Atlantic
5030,West Virginia,State Police Agencies,Clay,,173.0,45.0,85.0,43.0,44,9.0,28.0,7.0,1.0,1.0,,,,,,,,,,,,,,22.0,,15.0,,,4.0,2.0,2.0,,,,34.0,,,4.0,,,6.0,6.0,18.0,9.0,1.0,,36.0,34.0,2.0,,,,,,1.0,,,,6.0,South Atlantic
5031,West Virginia,State Police Agencies,Elizabeth,,136.0,39.0,85.0,12.0,35,6.0,28.0,1.0,,,,,,3.0,,,1.0,2.0,1.0,,1.0,,,25.0,3.0,22.0,,,9.0,8.0,1.0,,,,23.0,,,1.0,,,,,22.0,2.0,,1.0,11.0,11.0,,,,,,,,,,,1.0,South Atlantic
5032,West Virginia,State Police Agencies,Elkins,,861.0,168.0,610.0,83.0,149,21.0,99.0,29.0,2.0,1.0,,1.0,,17.0,9.0,2.0,1.0,5.0,,,,3.0,,74.0,14.0,134.0,4.0,,23.0,13.0,,3.0,,7.0,325.0,,,70.0,,,72.0,,183.0,24.0,1.0,8.0,77.0,73.0,4.0,,,,,,2.0,,,,4.0,South Atlantic
5033,West Virginia,State Police Agencies,Fairmont,,214.0,34.0,131.0,49.0,30,7.0,17.0,6.0,,,,,1.0,3.0,,,1.0,2.0,,,,,,22.0,8.0,36.0,,,11.0,7.0,2.0,2.0,,,44.0,,,2.0,,,2.0,11.0,29.0,5.0,,5.0,45.0,45.0,,,,,,,1.0,,,,3.0,South Atlantic
5034,West Virginia,State Police Agencies,Franklin,,143.0,36.0,92.0,15.0,31,5.0,14.0,12.0,,,,,,4.0,,,1.0,3.0,1.0,,1.0,1.0,,36.0,5.0,21.0,,,4.0,3.0,,1.0,,,20.0,,,2.0,3.0,,1.0,,14.0,4.0,,1.0,11.0,9.0,2.0,,,,,,2.0,,,,2.0,South Atlantic
5035,West Virginia,State Police Agencies,Gauley Bridge,,104.0,16.0,76.0,12.0,16,7.0,9.0,,,,,,,,,,,,,,,,,9.0,5.0,12.0,,,10.0,7.0,2.0,1.0,,,36.0,,,,2.0,,,4.0,30.0,3.0,1.0,,11.0,11.0,,,,,,,1.0,,,,,South Atlantic
5036,West Virginia,State Police Agencies,Gilbert,,211.0,82.0,92.0,37.0,81,11.0,32.0,38.0,,,,,,1.0,1.0,,,,,,,,,18.0,3.0,21.0,,,7.0,7.0,,,,,34.0,,3.0,,,,1.0,5.0,25.0,5.0,1.0,3.0,35.0,34.0,1.0,,,,,,,,,,2.0,South Atlantic
5037,West Virginia,State Police Agencies,Glenville,,151.0,67.0,47.0,37.0,58,8.0,20.0,30.0,,,,,,6.0,,,1.0,5.0,3.0,2.0,1.0,,,4.0,2.0,11.0,1.0,,4.0,3.0,,1.0,,,22.0,,,1.0,,,2.0,3.0,16.0,3.0,,,35.0,34.0,1.0,,,,,,,,,,2.0,South Atlantic
5038,West Virginia,State Police Agencies,Grafton,,36.0,5.0,26.0,5.0,4,1.0,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,4.0,1.0,4.0,,,1.0,,1.0,,,,14.0,,,,1.0,1.0,7.0,1.0,4.0,2.0,,,3.0,3.0,,,,,,,1.0,,,,1.0,South Atlantic
5039,West Virginia,State Police Agencies,Grantsville,,205.0,52.0,97.0,56.0,47,10.0,30.0,7.0,1.0,1.0,,,,4.0,2.0,1.0,,1.0,,,,8.0,,13.0,,43.0,,,2.0,2.0,,,,,27.0,,,1.0,,1.0,1.0,5.0,19.0,3.0,1.0,,55.0,50.0,5.0,,,,,,,,,,1.0,South Atlantic
5040,West Virginia,State Police Agencies,Hamlin,,751.0,143.0,488.0,120.0,134,38.0,83.0,13.0,1.0,1.0,,,,7.0,1.0,1.0,3.0,2.0,1.0,1.0,,2.0,,96.0,5.0,117.0,,,7.0,4.0,,3.0,,,228.0,,,12.0,,,3.0,24.0,189.0,27.0,3.0,3.0,115.0,112.0,3.0,,,,,,1.0,,,,4.0,South Atlantic
5041,West Virginia,State Police Agencies,Harrisville,,175.0,32.0,88.0,55.0,28,5.0,22.0,1.0,,,,,1.0,3.0,2.0,,1.0,,,,,,,19.0,5.0,17.0,,,7.0,4.0,,3.0,,,25.0,,,2.0,2.0,,4.0,,17.0,13.0,,2.0,53.0,52.0,1.0,,,,,,,,,,2.0,South Atlantic
5042,West Virginia,State Police Agencies,Hinton,,135.0,23.0,106.0,6.0,23,4.0,14.0,5.0,,,,,,,,,,,,,,,,38.0,5.0,24.0,,,7.0,6.0,,1.0,,,26.0,,,,1.0,,6.0,2.0,17.0,4.0,,2.0,2.0,2.0,,,,,,,,,,,4.0,South Atlantic
5043,West Virginia,State Police Agencies,Hundred,,147.0,50.0,88.0,9.0,50,8.0,36.0,6.0,,,,,,,,,,,,,,2.0,,19.0,,17.0,,,13.0,11.0,2.0,,,,27.0,,,2.0,3.0,,1.0,3.0,18.0,9.0,,1.0,9.0,9.0,,,,,,,,,,,,South Atlantic
5044,West Virginia,State Police Agencies,Huntington,,1210.0,193.0,888.0,129.0,174,22.0,119.0,33.0,,,,,2.0,16.0,,,12.0,4.0,1.0,,1.0,1.0,,81.0,44.0,141.0,6.0,,47.0,33.0,1.0,13.0,,,529.0,,1.0,272.0,1.0,,23.0,6.0,226.0,28.0,5.0,6.0,119.0,110.0,9.0,,,,,,2.0,,,,8.0,South Atlantic
5045,West Virginia,State Police Agencies,Internet Crimes Against Children Unit,,11.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,,,South Atlantic
5046,West Virginia,State Police Agencies,Jesse,,104.0,21.0,53.0,30.0,19,5.0,10.0,4.0,,,,,,2.0,1.0,,,1.0,,,,1.0,,6.0,2.0,10.0,,,2.0,1.0,1.0,,,,26.0,,,,1.0,,3.0,1.0,21.0,4.0,,2.0,29.0,29.0,,,,,,,,,,,1.0,South Atlantic
5047,West Virginia,State Police Agencies,Kearneysville,,733.0,167.0,468.0,98.0,155,20.0,115.0,20.0,,,,,1.0,11.0,1.0,,8.0,2.0,,,,1.0,,98.0,6.0,110.0,6.0,,42.0,29.0,10.0,2.0,,1.0,182.0,,,62.0,45.0,,27.0,20.0,28.0,16.0,1.0,6.0,84.0,84.0,,,,,,,,1.0,1.0,,13.0,South Atlantic
5048,West Virginia,State Police Agencies,Keyser,,661.0,180.0,428.0,53.0,164,29.0,95.0,40.0,,,,,1.0,14.0,6.0,1.0,3.0,4.0,1.0,,1.0,1.0,,86.0,13.0,112.0,,,36.0,32.0,,4.0,,,146.0,,,17.0,6.0,,15.0,10.0,98.0,17.0,1.0,16.0,44.0,44.0,,,,,,,1.0,,,,8.0,South Atlantic
5049,West Virginia,State Police Agencies,Kingwood,,491.0,136.0,245.0,110.0,115,27.0,70.0,18.0,1.0,1.0,,,3.0,16.0,4.0,1.0,2.0,9.0,1.0,,1.0,3.0,,45.0,9.0,64.0,1.0,,21.0,15.0,1.0,5.0,,,79.0,,,7.0,1.0,,13.0,4.0,54.0,17.0,2.0,4.0,102.0,102.0,,,,,,,,,,,8.0,South Atlantic
5050,West Virginia,State Police Agencies,Logan,,1207.0,278.0,645.0,284.0,261,79.0,152.0,30.0,,,,,2.0,15.0,7.0,,4.0,4.0,,,,,,94.0,18.0,123.0,4.0,,42.0,21.0,,4.0,,17.0,299.0,,,16.0,102.0,,22.0,99.0,60.0,50.0,8.0,7.0,264.0,257.0,7.0,,,,,,1.0,1.0,,1.0,18.0,South Atlantic
5051,West Virginia,State Police Agencies,Madison,,539.0,105.0,330.0,104.0,101,24.0,66.0,11.0,,,,,,4.0,,,,4.0,,,,1.0,,46.0,33.0,51.0,,,17.0,13.0,,3.0,1.0,,154.0,,,20.0,2.0,,4.0,39.0,89.0,18.0,1.0,9.0,99.0,99.0,,,,,,,,1.0,,1.0,4.0,South Atlantic
5052,West Virginia,State Police Agencies,Marlinton,,221.0,92.0,102.0,27.0,86,15.0,64.0,7.0,,,,,,5.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,20.0,1.0,32.0,3.0,,6.0,5.0,,1.0,,,37.0,,,,3.0,,7.0,,27.0,2.0,,,20.0,20.0,,,,,,,1.0,,,,6.0,South Atlantic
5053,West Virginia,State Police Agencies,Martinsburg,,1466.0,345.0,931.0,190.0,308,52.0,209.0,47.0,3.0,3.0,,,,31.0,6.0,4.0,1.0,20.0,3.0,2.0,1.0,1.0,,186.0,16.0,182.0,1.0,,82.0,45.0,32.0,5.0,,,378.0,,,76.0,13.0,,96.0,61.0,132.0,54.0,10.0,21.0,170.0,170.0,,,,,,,,,,,20.0,South Atlantic
5054,West Virginia,State Police Agencies,Moorefield,,171.0,69.0,77.0,25.0,62,15.0,38.0,9.0,,,,,,7.0,3.0,,3.0,1.0,,,,,,15.0,2.0,23.0,,,9.0,6.0,,3.0,,,23.0,,,1.0,,,2.0,2.0,18.0,5.0,,,19.0,16.0,3.0,,,,,,2.0,,,,4.0,South Atlantic
5055,West Virginia,State Police Agencies,Morgantown,,1455.0,292.0,1078.0,85.0,268,25.0,196.0,47.0,1.0,1.0,,,,23.0,10.0,,6.0,7.0,,,,,,128.0,43.0,309.0,9.0,,62.0,51.0,2.0,6.0,,3.0,471.0,,,148.0,14.0,,102.0,9.0,198.0,42.0,6.0,8.0,76.0,74.0,2.0,,,,,,1.0,,,,8.0,South Atlantic
5056,West Virginia,State Police Agencies,Moundsville,,164.0,41.0,60.0,63.0,33,2.0,25.0,6.0,,,,,,8.0,,2.0,2.0,4.0,,,,,,5.0,4.0,10.0,,,10.0,9.0,1.0,,,,30.0,,,1.0,13.0,,,12.0,4.0,,,1.0,61.0,61.0,,,,,,,,,,,2.0,South Atlantic
5057,West Virginia,State Police Agencies,New Cumberland,,45.0,16.0,26.0,3.0,10,3.0,2.0,5.0,,,,,1.0,5.0,2.0,,,3.0,,,,,,1.0,1.0,1.0,,,7.0,5.0,,2.0,,,15.0,,,1.0,,,1.0,8.0,5.0,,1.0,,3.0,3.0,,,,,,,,,,,,South Atlantic
5058,West Virginia,State Police Agencies,Oak Hill,,399.0,61.0,212.0,126.0,57,10.0,44.0,3.0,,,,,,4.0,,,2.0,2.0,,,,,,30.0,14.0,41.0,,,10.0,6.0,1.0,3.0,,,104.0,,,3.0,20.0,,24.0,,57.0,7.0,3.0,3.0,114.0,112.0,2.0,,,,,,,1.0,1.0,,11.0,South Atlantic
5059,West Virginia,State Police Agencies,Paden City,,103.0,37.0,56.0,10.0,35,9.0,20.0,6.0,,,,,,2.0,1.0,,,1.0,,,,2.0,,16.0,3.0,12.0,,,6.0,4.0,1.0,1.0,,,14.0,,,1.0,,,,1.0,12.0,3.0,,,9.0,9.0,,,,,,,,,,,1.0,South Atlantic
