,State,Agency_Type,Agency_Name,Population,Total_Offenses,Crimes_Against_Persons,Crimes_Against_Property,Crimes_Against_Society,Crimes_Against_Persons,Aggravated_Assault,Simple_Assault,Intimidation,Homicide_Offenses,Murder_and_Nonnegligent_Manslaughter,Negligent_Manslaughter,Justifiable_Homicide,Kidnapping__Abduction,Sex_Offenses,Rape,Sodomy,Sexual_Assault_With_An_Object,Fondling,"Sex_Offenses,_Nonforcible",Incest,Statutory_Rape,Arson,Bribery,Burglary__Breaking_&_Entering,Counterfeiting__Forgery,Destruction__Damage__Vandalism,Embezzlement,Extortion__Blackmail,Fraud_Offenses,False_Pretenses__Swindle__Confidence_Game,Credit_Card__Automated_Teller_Machine_Fraud,Impersonation,Welfare_Fraud,Wire_Fraud,LarcenyTheft_Offenses,Pocketpicking,Pursesnatching,Shoplifting,Theft_From_Building,Theft_From_Coinoperated_Machine,Theft_From_Motor_Vehicle,Theft_of_Motor_Vehicle_Parts_or_Accessories,All_Other_Larceny,Motor_Vehicle_Theft,Robbery,Stolen_Property_Offenses_,Drug__Narcotic_Offenses,Drug__Narcotic_Violations,Drug_Equipment_Violations,Gambling_Offenses,Betting__Wagering,Operating__Promoting__Assisting_Gambling,Gambling_Equipment_Violations,Sports_Tampering,Pornography__Obscene_Material,Prostitution_Offenses,Prostitution,Assisting_or_Promoting_Prostitution,Weapon_Law_Violations,Region
960,Kansas,Cities,Ulysses,6299.0,315.0,101.0,180.0,34.0,94,20.0,68.0,6.0,,,,,3.0,4.0,,2.0,,2.0,,,,2.0,,36.0,1.0,74.0,,,9.0,3.0,3.0,3.0,,,52.0,,,1.0,17.0,,16.0,7.0,11.0,5.0,1.0,,30.0,16.0,14.0,,,,,,,,,,4.0,Midwest (West)
961,Kansas,Cities,Valley Center,6896.0,314.0,61.0,221.0,32.0,59,7.0,37.0,15.0,,,,,,2.0,1.0,,,1.0,,,,3.0,,20.0,10.0,66.0,4.0,,19.0,14.0,2.0,3.0,,,90.0,,,6.0,6.0,,44.0,8.0,26.0,8.0,,1.0,28.0,12.0,16.0,,,,,,1.0,,,,3.0,Midwest (West)
962,Kansas,Cities,Wa Keeney,1827.0,72.0,17.0,39.0,16.0,14,1.0,10.0,3.0,,,,,,3.0,1.0,,,2.0,,,,1.0,,2.0,,17.0,,,1.0,,,1.0,,,15.0,,,4.0,3.0,,4.0,1.0,3.0,1.0,,2.0,16.0,8.0,8.0,,,,,,,,,,,Midwest (West)
963,Kansas,Cities,Wathena,1374.0,159.0,25.0,92.0,42.0,22,6.0,12.0,4.0,,,,,,3.0,,,,3.0,,,,,,9.0,23.0,13.0,1.0,,25.0,22.0,3.0,,,,18.0,,,1.0,6.0,,4.0,2.0,5.0,3.0,,,40.0,19.0,21.0,,,,,,1.0,,,,1.0,Midwest (West)
964,Kansas,Cities,Waverly,590.0,8.0,1.0,4.0,3.0,1,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,1.0,Midwest (West)
965,Kansas,Cities,Wellington,8098.0,1165.0,260.0,807.0,98.0,241,19.0,178.0,44.0,,,,,7.0,10.0,7.0,,,3.0,2.0,,2.0,1.0,,87.0,72.0,178.0,4.0,,116.0,90.0,21.0,5.0,,,332.0,,,54.0,74.0,1.0,39.0,22.0,142.0,11.0,1.0,5.0,88.0,43.0,45.0,,,,,,,,,,10.0,Midwest (West)
966,Kansas,Cities,Wellsville,1862.0,69.0,11.0,55.0,3.0,10,1.0,8.0,1.0,,,,,,1.0,1.0,,,,,,,,,12.0,,21.0,,,1.0,,1.0,,,,19.0,,,2.0,9.0,,1.0,1.0,6.0,1.0,1.0,,2.0,1.0,1.0,,,,,,1.0,,,,,Midwest (West)
967,Kansas,Cities,Westwood,1539.0,69.0,2.0,67.0,0.0,2,,2.0,,,,,,,,,,,,,,,,,10.0,,28.0,,,,,,,,,26.0,,,1.0,2.0,,16.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,Midwest (West)
968,Kansas,Cities,Wichita,386409.0,52320.0,14799.0,33027.0,4494.0,13980,2134.0,8579.0,3267.0,25.0,23.0,,2.0,114.0,675.0,230.0,34.0,,411.0,5.0,,5.0,134.0,,3857.0,913.0,7510.0,606.0,2.0,2230.0,1034.0,687.0,501.0,8.0,,15390.0,25.0,102.0,3507.0,3034.0,29.0,4469.0,1270.0,2954.0,1814.0,498.0,73.0,3590.0,2587.0,1003.0,,,,,,72.0,97.0,74.0,23.0,735.0,Midwest (West)
969,Kansas,Cities,Yates Center,1417.0,79.0,18.0,39.0,22.0,18,4.0,10.0,4.0,,,,,,,,,,,,,,,,6.0,1.0,17.0,,,2.0,1.0,1.0,,,,13.0,,,,4.0,,,2.0,7.0,,,,21.0,11.0,10.0,,,,,,,,,,1.0,Midwest (West)
970,Kansas,Universities and Colleges,Emporia State University,5976.0,46.0,5.0,36.0,5.0,5,1.0,4.0,,,,,,,,,,,,,,,,,1.0,,16.0,,,,,,,,,18.0,,,,7.0,,1.0,1.0,9.0,1.0,,,5.0,2.0,3.0,,,,,,,,,,,Midwest (West)
971,Kansas,Universities and Colleges,Fort Hays State University,12802.0,112.0,16.0,85.0,11.0,15,2.0,11.0,2.0,,,,,,1.0,,1.0,,,,,,1.0,,6.0,,40.0,,,12.0,,12.0,,,,25.0,,,,6.0,,4.0,,15.0,,1.0,,11.0,7.0,4.0,,,,,,,,,,,Midwest (West)
972,Kansas,Universities and Colleges,Kansas City Kansas Community College,7555.0,80.0,5.0,75.0,0.0,5,,5.0,,,,,,,,,,,,,,,,,2.0,,16.0,,,5.0,,5.0,,,,50.0,,,1.0,35.0,,7.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,Midwest (West)
973,Kansas,Universities and Colleges,Kansas State University,23863.0,267.0,20.0,197.0,50.0,19,3.0,14.0,2.0,,,,,,1.0,,1.0,,,,,,,,23.0,2.0,51.0,,,7.0,,7.0,,,,108.0,,,,33.0,,16.0,4.0,55.0,4.0,2.0,,50.0,30.0,20.0,,,,,,,,,,,Midwest (West)
974,Kansas,Universities and Colleges,Pittsburg State University,7275.0,163.0,16.0,134.0,13.0,14,3.0,9.0,2.0,,,,,,2.0,2.0,,,,,,,,,2.0,1.0,38.0,,,2.0,1.0,1.0,,,,90.0,,,1.0,43.0,1.0,21.0,3.0,21.0,1.0,,,13.0,6.0,7.0,,,,,,,,,,,Midwest (West)
975,Kansas,Universities and Colleges,"University of Kansas, Main Campus",27939.0,470.0,29.0,353.0,88.0,27,,17.0,10.0,,,,,1.0,1.0,,,,1.0,,,,,,34.0,3.0,126.0,,,8.0,4.0,4.0,,,,175.0,,,,68.0,5.0,31.0,5.0,66.0,3.0,2.0,2.0,84.0,41.0,43.0,,,,,,,,,,4.0,Midwest (West)
976,Kansas,Universities and Colleges,Washburn University,7303.0,113.0,9.0,97.0,7.0,7,1.0,6.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,10.0,2.0,24.0,1.0,,2.0,1.0,1.0,,,,51.0,,,,25.0,,11.0,6.0,9.0,5.0,1.0,,7.0,3.0,4.0,,,,,,,,,,,Midwest (West)
977,Kansas,Universities and Colleges,Wichita State University,14909.0,209.0,20.0,185.0,4.0,19,,11.0,8.0,,,,,,1.0,1.0,,,,,,,3.0,,3.0,3.0,46.0,,,4.0,2.0,,2.0,,,110.0,1.0,,5.0,54.0,1.0,17.0,7.0,25.0,15.0,1.0,,4.0,2.0,2.0,,,,,,,,,,,Midwest (West)
978,Kansas,Metropolitan Counties,Butler,,1491.0,208.0,1123.0,160.0,184,40.0,116.0,28.0,,,,,10.0,12.0,7.0,2.0,,3.0,2.0,,2.0,4.0,,166.0,30.0,355.0,2.0,,141.0,38.0,54.0,49.0,,,377.0,,,2.0,40.0,,48.0,96.0,191.0,46.0,1.0,1.0,144.0,73.0,71.0,,,,,,2.0,2.0,1.0,1.0,12.0,Midwest (West)
979,Kansas,Metropolitan Counties,Doniphan,,85.0,18.0,54.0,13.0,16,4.0,9.0,3.0,,,,,,2.0,1.0,,,1.0,,,,2.0,,13.0,,17.0,,,3.0,2.0,1.0,,,,15.0,,,,1.0,,4.0,2.0,8.0,4.0,,,13.0,7.0,6.0,,,,,,,,,,,Midwest (West)
980,Kansas,Metropolitan Counties,Douglas,,554.0,146.0,339.0,69.0,131,21.0,77.0,33.0,,,,,5.0,10.0,2.0,2.0,,6.0,,,,9.0,,64.0,6.0,108.0,,,27.0,5.0,16.0,6.0,,,99.0,,,,15.0,,25.0,2.0,57.0,13.0,2.0,11.0,64.0,31.0,33.0,,,,,,1.0,,,,4.0,Midwest (West)
981,Kansas,Metropolitan Counties,Harvey,,277.0,55.0,181.0,41.0,49,7.0,33.0,9.0,,,,,2.0,4.0,1.0,,,3.0,,,,,,49.0,3.0,68.0,2.0,,3.0,1.0,,2.0,,,50.0,,,1.0,7.0,,9.0,3.0,30.0,4.0,,2.0,39.0,21.0,18.0,,,,,,,,,,2.0,Midwest (West)
982,Kansas,Metropolitan Counties,Jackson,,398.0,98.0,234.0,66.0,90,12.0,64.0,14.0,,,,,3.0,5.0,,1.0,,4.0,,,,1.0,,41.0,15.0,58.0,,,36.0,17.0,7.0,12.0,,,72.0,,,,12.0,2.0,10.0,13.0,35.0,9.0,,2.0,60.0,33.0,27.0,,,,,,,,,,6.0,Midwest (West)
983,Kansas,Metropolitan Counties,Jefferson,,840.0,169.0,611.0,60.0,159,33.0,95.0,31.0,,,,,2.0,8.0,2.0,2.0,,4.0,,,,3.0,,104.0,25.0,168.0,8.0,,48.0,32.0,9.0,7.0,,,213.0,,,6.0,26.0,,34.0,50.0,97.0,36.0,,6.0,58.0,29.0,29.0,,,,,,2.0,,,,,Midwest (West)
984,Kansas,Metropolitan Counties,Johnson,,1234.0,322.0,523.0,389.0,294,41.0,196.0,57.0,1.0,1.0,,,5.0,21.0,6.0,3.0,,12.0,1.0,,1.0,5.0,,83.0,32.0,136.0,,,61.0,16.0,20.0,24.0,1.0,,176.0,,,1.0,76.0,,53.0,4.0,42.0,24.0,1.0,5.0,317.0,178.0,139.0,,,,,,35.0,31.0,17.0,14.0,6.0,Midwest (West)
985,Kansas,Metropolitan Counties,Kingman,,145.0,31.0,104.0,10.0,27,4.0,18.0,5.0,,,,,1.0,3.0,2.0,,,1.0,,,,1.0,,29.0,,29.0,,,4.0,1.0,2.0,1.0,,,36.0,,,,7.0,,3.0,2.0,24.0,4.0,1.0,,9.0,5.0,4.0,,,,,,,,,,1.0,Midwest (West)
986,Kansas,Metropolitan Counties,Leavenworth,,887.0,233.0,576.0,78.0,216,59.0,112.0,45.0,,,,,8.0,9.0,4.0,1.0,,4.0,,,,22.0,,101.0,10.0,194.0,3.0,1.0,44.0,19.0,11.0,14.0,,,159.0,,,,67.0,,14.0,7.0,71.0,30.0,1.0,11.0,68.0,34.0,34.0,,,,,,1.0,,,,9.0,Midwest (West)
987,Kansas,Metropolitan Counties,Linn,,440.0,100.0,241.0,99.0,87,16.0,50.0,21.0,,,,,3.0,9.0,3.0,3.0,,3.0,1.0,,1.0,5.0,,51.0,3.0,87.0,,,8.0,6.0,1.0,1.0,,,70.0,,,1.0,11.0,2.0,5.0,8.0,43.0,14.0,,3.0,93.0,52.0,41.0,,,,,,1.0,,,,5.0,Midwest (West)
988,Kansas,Metropolitan Counties,Miami,,603.0,141.0,405.0,57.0,110,14.0,71.0,25.0,,,,,4.0,25.0,9.0,4.0,,12.0,2.0,1.0,1.0,12.0,,85.0,,116.0,,,53.0,2.0,41.0,10.0,,,116.0,,,3.0,22.0,,14.0,11.0,66.0,22.0,,1.0,54.0,29.0,25.0,,,,,,1.0,,,,2.0,Midwest (West)
989,Kansas,Metropolitan Counties,Osage,,283.0,67.0,182.0,34.0,60,22.0,37.0,1.0,,,,,2.0,5.0,1.0,1.0,,3.0,,,,2.0,,36.0,3.0,54.0,,,8.0,7.0,,1.0,,,70.0,,,2.0,10.0,,12.0,14.0,32.0,7.0,,2.0,34.0,14.0,20.0,,,,,,,,,,,Midwest (West)
990,Kansas,Metropolitan Counties,Pottawatomie,,777.0,249.0,442.0,86.0,240,33.0,135.0,72.0,,,,,3.0,5.0,2.0,,,3.0,1.0,,1.0,13.0,,54.0,17.0,123.0,6.0,,42.0,30.0,10.0,2.0,,,169.0,,,26.0,35.0,,36.0,19.0,53.0,16.0,1.0,1.0,76.0,36.0,40.0,,,,,,,,,,10.0,Midwest (West)
991,Kansas,Metropolitan Counties,Riley County Police Department,,3906.0,1003.0,2299.0,604.0,943,124.0,814.0,5.0,1.0,1.0,,,4.0,51.0,27.0,3.0,,21.0,4.0,,4.0,14.0,,226.0,55.0,764.0,1.0,1.0,78.0,10.0,56.0,12.0,,,1093.0,3.0,2.0,145.0,178.0,,217.0,61.0,487.0,40.0,22.0,5.0,556.0,341.0,215.0,,,,,,3.0,12.0,6.0,6.0,33.0,Midwest (West)
992,Kansas,Metropolitan Counties,Shawnee,,2338.0,424.0,1631.0,283.0,390,68.0,279.0,43.0,3.0,3.0,,,18.0,13.0,4.0,2.0,,7.0,,,,14.0,,268.0,30.0,534.0,,,29.0,4.0,21.0,4.0,,,667.0,1.0,,14.0,111.0,,111.0,224.0,206.0,66.0,4.0,19.0,267.0,142.0,125.0,,,,,,,,,,16.0,Midwest (West)
993,Kansas,Metropolitan Counties,Sumner,,355.0,85.0,231.0,39.0,74,20.0,43.0,11.0,,,,,7.0,4.0,1.0,,,3.0,,,,1.0,1.0,59.0,1.0,71.0,,,8.0,1.0,1.0,6.0,,,82.0,,,2.0,14.0,,9.0,13.0,44.0,7.0,1.0,,38.0,20.0,18.0,,,,,,,,,,1.0,Midwest (West)
994,Kansas,Metropolitan Counties,Wabaunsee,,146.0,36.0,90.0,20.0,34,8.0,23.0,3.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,13.0,1.0,29.0,,,2.0,2.0,,,,,33.0,,,,6.0,,2.0,4.0,21.0,10.0,,1.0,15.0,7.0,8.0,,,,,,,1.0,1.0,,4.0,Midwest (West)
995,Kansas,Metropolitan Counties,Wyandotte,,314.0,82.0,166.0,66.0,77,17.0,50.0,10.0,,,,,2.0,3.0,,1.0,,2.0,,,,2.0,,2.0,5.0,93.0,,,16.0,5.0,2.0,9.0,,,39.0,,,,4.0,,18.0,7.0,10.0,3.0,2.0,4.0,61.0,35.0,26.0,,,,,,,,,,5.0,Midwest (West)
996,Kansas,Nonmetropolitan Counties,Allen,,216.0,57.0,132.0,27.0,50,3.0,39.0,8.0,,,,,1.0,6.0,1.0,1.0,,4.0,,,,3.0,,17.0,3.0,39.0,,,9.0,3.0,4.0,2.0,,,57.0,,,2.0,8.0,,2.0,6.0,39.0,4.0,,,24.0,12.0,12.0,,,,,,,,,,3.0,Midwest (West)
997,Kansas,Nonmetropolitan Counties,Anderson,,198.0,35.0,133.0,30.0,31,8.0,19.0,4.0,,,,,2.0,2.0,,,,2.0,,,,1.0,,41.0,4.0,41.0,,,8.0,5.0,1.0,2.0,,,32.0,,,,1.0,,2.0,6.0,23.0,6.0,,,28.0,15.0,13.0,,,,,,,,,,2.0,Midwest (West)
998,Kansas,Nonmetropolitan Counties,Barber,,99.0,14.0,74.0,11.0,12,5.0,7.0,,,,,,,2.0,,1.0,,1.0,,,,1.0,,5.0,1.0,23.0,,,2.0,2.0,,,,,36.0,,,,6.0,,2.0,2.0,26.0,5.0,,1.0,10.0,5.0,5.0,,,,,,,,,,1.0,Midwest (West)
999,Kansas,Nonmetropolitan Counties,Barton,,337.0,75.0,241.0,21.0,72,9.0,46.0,17.0,,,,,,3.0,1.0,,,2.0,,,,1.0,,51.0,1.0,86.0,1.0,,6.0,3.0,2.0,1.0,,,87.0,,,,9.0,,10.0,18.0,50.0,7.0,1.0,,20.0,9.0,11.0,,,,,,,,,,1.0,Midwest (West)
1000,Kansas,Nonmetropolitan Counties,Bourbon,,322.0,70.0,237.0,15.0,61,14.0,42.0,5.0,,,,,,9.0,3.0,1.0,,5.0,,,,3.0,,58.0,1.0,85.0,1.0,,12.0,,10.0,2.0,,,68.0,,,1.0,9.0,,9.0,7.0,42.0,9.0,,,13.0,8.0,5.0,,,,,,,,,,2.0,Midwest (West)
1001,Kansas,Nonmetropolitan Counties,Brown,,211.0,64.0,107.0,40.0,52,6.0,33.0,13.0,1.0,1.0,,,,11.0,4.0,4.0,,3.0,,,,2.0,,20.0,4.0,31.0,,,8.0,6.0,1.0,1.0,,,36.0,,,,3.0,,2.0,8.0,23.0,4.0,,2.0,39.0,20.0,19.0,,,,,,,1.0,,1.0,,Midwest (West)
1002,Kansas,Nonmetropolitan Counties,Chase,,41.0,15.0,20.0,6.0,15,7.0,5.0,3.0,,,,,,,,,,,,,,1.0,,3.0,,8.0,,,,,,,,,7.0,,,,2.0,,,,5.0,1.0,,,5.0,1.0,4.0,,,,,,,,,,1.0,Midwest (West)
1003,Kansas,Nonmetropolitan Counties,Chautauqua,,77.0,21.0,36.0,20.0,20,3.0,16.0,1.0,,,,,1.0,,,,,,,,,1.0,,9.0,,12.0,,,,,,,,,13.0,,,,4.0,,2.0,1.0,6.0,1.0,,,20.0,10.0,10.0,,,,,,,,,,,Midwest (West)
1004,Kansas,Nonmetropolitan Counties,Cherokee,,689.0,90.0,451.0,148.0,81,17.0,56.0,8.0,2.0,2.0,,,1.0,6.0,3.0,,,3.0,,,,13.0,,126.0,1.0,146.0,,,16.0,4.0,9.0,3.0,,,122.0,,,,23.0,,15.0,16.0,68.0,23.0,1.0,3.0,144.0,74.0,70.0,,,,,,,,,,4.0,Midwest (West)
1005,Kansas,Nonmetropolitan Counties,Cheyenne,,67.0,17.0,47.0,3.0,14,3.0,8.0,3.0,,,,,,2.0,,2.0,,,1.0,,1.0,,,4.0,1.0,20.0,,,2.0,1.0,,1.0,,,19.0,,,,2.0,,2.0,,15.0,1.0,,,3.0,2.0,1.0,,,,,,,,,,,Midwest (West)
1006,Kansas,Nonmetropolitan Counties,Clark,,82.0,23.0,39.0,20.0,21,3.0,16.0,2.0,,,,,,2.0,1.0,,,1.0,,,,,,7.0,,14.0,,,,,,,,,15.0,,,,4.0,,3.0,,8.0,1.0,,2.0,20.0,10.0,10.0,,,,,,,,,,,Midwest (West)
1007,Kansas,Nonmetropolitan Counties,Clay,,84.0,29.0,37.0,18.0,27,6.0,14.0,7.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,5.0,,11.0,,,2.0,1.0,1.0,,,,14.0,,,,8.0,,2.0,,4.0,4.0,,,16.0,8.0,8.0,,,,,,,,,,2.0,Midwest (West)
1008,Kansas,Nonmetropolitan Counties,Cloud,,230.0,57.0,127.0,46.0,52,13.0,30.0,9.0,,,,,1.0,3.0,2.0,,,1.0,1.0,,1.0,5.0,,29.0,2.0,48.0,,,6.0,3.0,2.0,1.0,,,33.0,1.0,,1.0,1.0,,6.0,4.0,20.0,4.0,,,45.0,26.0,19.0,,,,,,,,,,1.0,Midwest (West)
1009,Kansas,Nonmetropolitan Counties,Coffey,,175.0,38.0,86.0,51.0,35,9.0,20.0,6.0,,,,,1.0,2.0,,,,2.0,,,,,,14.0,3.0,18.0,,,7.0,5.0,2.0,,,,42.0,,,1.0,6.0,,8.0,4.0,23.0,2.0,,,44.0,23.0,21.0,,,,,,2.0,,,,5.0,Midwest (West)
1010,Kansas,Nonmetropolitan Counties,Cowley,,482.0,124.0,273.0,85.0,110,35.0,62.0,13.0,,,,,4.0,9.0,2.0,1.0,,6.0,1.0,,1.0,2.0,,49.0,2.0,92.0,,,22.0,8.0,6.0,8.0,,,93.0,,,,13.0,,8.0,23.0,49.0,11.0,,2.0,83.0,45.0,38.0,,,,,,,,,,2.0,Midwest (West)
1011,Kansas,Nonmetropolitan Counties,Crawford,,591.0,114.0,401.0,76.0,110,15.0,85.0,10.0,,,,,,4.0,1.0,,,3.0,,,,13.0,,90.0,4.0,128.0,,,30.0,20.0,2.0,8.0,,,116.0,,,,17.0,1.0,17.0,24.0,57.0,18.0,,2.0,73.0,37.0,36.0,,,,,,,,,,3.0,Midwest (West)
1012,Kansas,Nonmetropolitan Counties,Dickinson,,317.0,96.0,182.0,39.0,87,11.0,63.0,13.0,1.0,,1.0,,4.0,4.0,,2.0,,2.0,,,,1.0,,35.0,1.0,58.0,,,6.0,3.0,2.0,1.0,,,68.0,,,,14.0,,11.0,9.0,34.0,11.0,,2.0,35.0,18.0,17.0,,,,,,,,,,4.0,Midwest (West)
1013,Kansas,Nonmetropolitan Counties,Edwards,,66.0,10.0,49.0,7.0,10,1.0,8.0,1.0,,,,,,,,,,,,,,,,10.0,,19.0,,,1.0,1.0,,,,,19.0,,,2.0,2.0,,1.0,4.0,10.0,,,,6.0,2.0,4.0,,,,,,,,,,1.0,Midwest (West)
1014,Kansas,Nonmetropolitan Counties,Elk,,81.0,24.0,53.0,4.0,20,,17.0,3.0,,,,,3.0,1.0,,,,1.0,,,,1.0,,5.0,,16.0,,,2.0,,,2.0,,,25.0,,,,9.0,,3.0,1.0,12.0,4.0,,,4.0,4.0,,,,,,,,,,,,Midwest (West)
1015,Kansas,Nonmetropolitan Counties,Ellis,,260.0,45.0,162.0,53.0,39,7.0,29.0,3.0,,,,,3.0,3.0,2.0,1.0,,,,,,,,32.0,6.0,49.0,1.0,,16.0,10.0,5.0,1.0,,,51.0,,,,10.0,,3.0,1.0,37.0,6.0,,1.0,48.0,26.0,22.0,,,,,,1.0,,,,4.0,Midwest (West)
1016,Kansas,Nonmetropolitan Counties,Ellsworth,,98.0,23.0,72.0,3.0,22,6.0,13.0,3.0,,,,,,1.0,,,,1.0,,,,,,9.0,1.0,30.0,1.0,,2.0,2.0,,,,,29.0,,,,1.0,,2.0,,26.0,,,,3.0,1.0,2.0,,,,,,,,,,,Midwest (West)
1017,Kansas,Nonmetropolitan Counties,Finney,,545.0,132.0,377.0,36.0,108,26.0,71.0,11.0,,,,,4.0,20.0,8.0,,,12.0,,,,2.0,,49.0,16.0,138.0,2.0,,23.0,7.0,7.0,9.0,,,137.0,,,,14.0,,21.0,37.0,65.0,6.0,3.0,1.0,33.0,20.0,13.0,,,,,,1.0,,,,2.0,Midwest (West)
1018,Kansas,Nonmetropolitan Counties,Ford,,429.0,111.0,253.0,65.0,105,24.0,74.0,7.0,,,,,4.0,1.0,,,,1.0,1.0,,1.0,4.0,,53.0,1.0,110.0,2.0,,13.0,4.0,7.0,2.0,,,62.0,,,,10.0,,16.0,6.0,30.0,6.0,1.0,1.0,60.0,31.0,29.0,,,,,,,,,,5.0,Midwest (West)
1019,Kansas,Nonmetropolitan Counties,Franklin,,716.0,201.0,479.0,36.0,184,25.0,129.0,30.0,1.0,,1.0,,9.0,7.0,3.0,,,4.0,,,,5.0,,87.0,12.0,198.0,1.0,,37.0,12.0,23.0,2.0,,,122.0,,,5.0,20.0,3.0,13.0,19.0,62.0,15.0,1.0,1.0,31.0,15.0,16.0,,,,,,2.0,,,,3.0,Midwest (West)
1020,Kansas,Nonmetropolitan Counties,Geary,,209.0,47.0,69.0,93.0,42,15.0,20.0,7.0,,,,,2.0,3.0,1.0,,,2.0,,,,1.0,,9.0,1.0,23.0,,,2.0,,2.0,,,,30.0,,,2.0,5.0,,7.0,4.0,12.0,2.0,,1.0,83.0,46.0,37.0,,,,,,,9.0,6.0,3.0,1.0,Midwest (West)
1021,Kansas,Nonmetropolitan Counties,Graham,,33.0,3.0,27.0,3.0,3,2.0,1.0,,,,,,,,,,,,,,,,,4.0,1.0,8.0,,,2.0,1.0,1.0,,,,10.0,,1.0,,1.0,,1.0,,7.0,2.0,,,3.0,2.0,1.0,,,,,,,,,,,Midwest (West)
1022,Kansas,Nonmetropolitan Counties,Grant,,63.0,16.0,40.0,7.0,16,2.0,10.0,4.0,,,,,,,,,,,,,,,,5.0,1.0,10.0,1.0,,9.0,2.0,2.0,5.0,,,11.0,,,,1.0,,,2.0,8.0,3.0,,,4.0,2.0,2.0,,,,,,1.0,,,,2.0,Midwest (West)
1023,Kansas,Nonmetropolitan Counties,Gray,,176.0,30.0,108.0,38.0,27,5.0,20.0,2.0,,,,,3.0,,,,,,,,,,,25.0,2.0,38.0,2.0,,14.0,3.0,5.0,6.0,,,23.0,,,,4.0,,2.0,3.0,14.0,4.0,,,36.0,18.0,18.0,,,,,,,,,,2.0,Midwest (West)
1024,Kansas,Nonmetropolitan Counties,Greeley,,20.0,7.0,6.0,7.0,4,,4.0,,,,,,,3.0,1.0,,,2.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,3.0,,,,1.0,,,,2.0,,,,7.0,3.0,4.0,,,,,,,,,,,Midwest (West)
1025,Kansas,Nonmetropolitan Counties,Greenwood,,223.0,53.0,127.0,43.0,51,8.0,35.0,8.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,31.0,2.0,46.0,,,3.0,2.0,1.0,,,,40.0,,,1.0,2.0,,6.0,7.0,24.0,3.0,,2.0,39.0,21.0,18.0,,,,,,,,,,4.0,Midwest (West)
1026,Kansas,Nonmetropolitan Counties,Harper,,116.0,20.0,57.0,39.0,17,3.0,14.0,,,,,,3.0,,,,,,,,,2.0,,4.0,1.0,17.0,,,2.0,2.0,,,,,26.0,,,,,,2.0,1.0,23.0,5.0,,,38.0,19.0,19.0,,,,,,,,,,1.0,Midwest (West)
1027,Kansas,Nonmetropolitan Counties,Haskell,,171.0,43.0,104.0,24.0,41,10.0,27.0,4.0,,,,,,2.0,,,,2.0,,,,,,14.0,1.0,33.0,,,12.0,4.0,4.0,4.0,,,39.0,,,3.0,11.0,,3.0,8.0,14.0,5.0,,,23.0,12.0,11.0,,,,,,1.0,,,,,Midwest (West)
1028,Kansas,Nonmetropolitan Counties,Hodgeman,,82.0,14.0,31.0,37.0,12,1.0,10.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,11.0,2.0,7.0,,,5.0,2.0,1.0,2.0,,,6.0,,,1.0,,,1.0,,4.0,,,,35.0,19.0,16.0,,,,,,,,,,2.0,Midwest (West)
1029,Kansas,Nonmetropolitan Counties,Kearny,,219.0,69.0,137.0,13.0,59,10.0,35.0,14.0,,,,,1.0,9.0,2.0,3.0,,4.0,,,,,,16.0,6.0,35.0,,,34.0,12.0,17.0,5.0,,,43.0,,,2.0,4.0,,7.0,5.0,25.0,3.0,,,5.0,2.0,3.0,,,,,,2.0,,,,6.0,Midwest (West)
1030,Kansas,Nonmetropolitan Counties,Kiowa,,93.0,10.0,56.0,27.0,9,1.0,7.0,1.0,,,,,,1.0,,,,1.0,,,,,,14.0,,19.0,,,2.0,1.0,1.0,,,,15.0,,,,2.0,,2.0,3.0,8.0,4.0,,2.0,25.0,13.0,12.0,,,,,,,,,,2.0,Midwest (West)
1031,Kansas,Nonmetropolitan Counties,Labette,,259.0,50.0,164.0,45.0,47,4.0,37.0,6.0,,,,,1.0,1.0,,,,1.0,1.0,,1.0,4.0,,43.0,2.0,55.0,,,5.0,2.0,1.0,2.0,,,43.0,,,,4.0,,9.0,11.0,19.0,12.0,,,44.0,25.0,19.0,,,,,,,,,,1.0,Midwest (West)
1032,Kansas,Nonmetropolitan Counties,Lane,,66.0,19.0,25.0,22.0,16,3.0,11.0,2.0,1.0,1.0,,,,2.0,,,,2.0,,,,1.0,,3.0,,10.0,,,,,,,,,7.0,,,,1.0,,1.0,,5.0,4.0,,,21.0,11.0,10.0,,,,,,,,,,1.0,Midwest (West)
1033,Kansas,Nonmetropolitan Counties,Lyon,,302.0,60.0,157.0,85.0,59,13.0,38.0,8.0,,,,,,1.0,,1.0,,,,,,12.0,,16.0,1.0,57.0,,,1.0,,,1.0,,,66.0,,,,24.0,,12.0,,30.0,4.0,,,82.0,79.0,3.0,,,,,,1.0,,,,2.0,Midwest (West)
